openalex_id,doi,title,publication_year,publication_date,type,language,is_oa,oa_status,venue_name,venue_type,venue_issn_l,publisher,cited_by_count,referenced_works_count,n_authors,author_names,author_orcids,corresponding_authors,institution_rors,institution_names,countries,topic_displays,topic_fields,domains,software_comentions
https://openalex.org/W3087865437,https://doi.org/10.1007/s13225-020-00455-5,Resolving the Mortierellaceae phylogeny through synthesis of multi-gene phylogenetics and phylogenomics,2020,2020-09-01,article,en,true,bronze,Fungal Diversity,journal,1560-2745,Springer Science+Business Media,118,111,11,Natalie Vandepol; Julian Liber; Alessandro Desirò; Hyunsoo Na; Megan Kennedy; Kerrie Barry; Igor V. Grigoriev; Andrew N. Miller; Kerry O’Donnell; Jason Stajich; Gregory Bonito,https://orcid.org/0000-0002-0851-9232; https://orcid.org/0000-0002-9941-8268; https://orcid.org/0000-0003-1347-2843; https://orcid.org/0000-0002-4386-017X; https://orcid.org/0000-0001-5521-6632; https://orcid.org/0000-0002-8999-6785; https://orcid.org/0000-0002-3136-8903; https://orcid.org/0000-0001-7300-0069; https://orcid.org/0000-0001-6507-691X; https://orcid.org/0000-0002-7591-0020; https://orcid.org/0000-0002-7262-8978,Natalie Vandepol,https://ror.org/05hs6h993; https://ror.org/04xm1d337; https://ror.org/047426m28; https://ror.org/02d2m2044; https://ror.org/01na82s61; https://ror.org/02gbdhj19; https://ror.org/03nawhv43,"Michigan State University; Joint Genome Institute; University of Illinois Urbana-Champaign; Agricultural Research Service; United States Department of Agriculture; National Center for Agricultural Utilization Research; University of California, Riverside",US,Genomics and Phylogenetic Studies; Plant Pathogens and Fungal Diseases; Protist diversity and phylogeny,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W2903715362,https://doi.org/10.3389/fevo.2018.00216,Evolution of Oviposition Techniques in Stick and Leaf Insects (Phasmatodea),2018,2018-12-19,article,en,true,gold,Frontiers in Ecology and Evolution,journal,2296-701X,Frontiers Media,117,59,3,James A. Robertson; Sven Bradler; Michael F. Whiting,https://orcid.org/0000-0002-8534-5694; https://orcid.org/0000-0001-9307-1032; https://orcid.org/0000-0003-1157-888X,James A. Robertson,https://ror.org/047rhhm47; https://ror.org/01na82s61; https://ror.org/0599wfz09; https://ror.org/01y9bpm73,Brigham Young University; United States Department of Agriculture; Animal and Plant Health Inspection Service; University of Göttingen,US; DE,Plant and animal studies; Fossil Insects in Amber; Insect and Arachnid Ecology and Behavior,"Agricultural and Biological Sciences; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W3012720215,https://doi.org/10.1007/s13225-020-00440-y,Taxonomy and phylogeny of hyaline-spored coelomycetes,2020,2020-01-01,article,en,false,closed,Fungal Diversity,journal,1560-2745,Springer Science+Business Media,116,720,15,Wenjing Li; Eric H. C. McKenzie; Jian‐Kui Liu; D. Jayarama Bhat; Dong-Qin Dai; Erio Camporesi; Qing Tian; Sajeewa S. N. Maharachchikumbura; Zong-Long Luo; Qiu-Ju Shang; Jinfeng Zhang; Narumon Tangthirasunun; Samantha C. Karunarathna; Jianchu Xu; Kevin D. Hyde,https://orcid.org/0000-0002-8931-5433; https://orcid.org/0000-0001-9400-7112; https://orcid.org/0000-0002-9232-228X; https://orcid.org/0000-0002-3800-5910; https://orcid.org/0000-0001-8935-8807; https://orcid.org/0000-0002-2801-9462; https://orcid.org/0000-0002-0097-1865; https://orcid.org/0000-0001-9127-0783; https://orcid.org/0000-0001-7307-4885; https://orcid.org/0000-0002-2861-3058; https://orcid.org/0009-0006-5562-3354; https://orcid.org/0000-0001-7619-9464; https://orcid.org/0000-0001-7080-0781; https://orcid.org/0000-0002-2485-2254; https://orcid.org/0000-0002-2191-0762,Wenjing Li,https://ror.org/02e5hx313; https://ror.org/02p9cyn66; https://ror.org/04qr3zq92; https://ror.org/033wnk810; https://ror.org/02ad7ap24; https://ror.org/00mwhaw71; https://ror.org/02y7rck89; https://ror.org/055mf0v62,Kunming Institute of Botany; Manaaki Whenua – Landcare Research; University of Electronic Science and Technology of China; Voluntary Health Association of Goa; Qujing Normal University; Mae Fah Luang University; Dali University; King Mongkut's Institute of Technology Ladkrabang,CN; NZ; IN; TH,Plant Pathogens and Fungal Diseases; Mycorrhizal Fungi and Plant Interactions; Yeasts and Rust Fungi Studies,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W4206320337,https://doi.org/10.1038/s41559-021-01638-2,Site-and-branch-heterogeneous analyses of an expanded dataset favour mitochondria as sister to known Alphaproteobacteria,2022,2022-01-13,article,en,true,green,Nature Ecology & Evolution,journal,2397-334X,Nature Portfolio,116,86,8,Sergio A. Muñoz-Gómez; Edward Susko; Kelsey Williamson; Laura Eme; Claudio H. Slamovits; David Moreira; Purificación López‐García; Andrew J. Roger,https://orcid.org/0000-0002-6200-474X; https://orcid.org/0000-0003-1122-8740; https://orcid.org/0000-0001-5512-8413; https://orcid.org/0000-0002-0510-8868; https://orcid.org/0000-0003-3050-1474; https://orcid.org/0000-0002-2064-5354; https://orcid.org/0000-0002-0927-0651; https://orcid.org/0000-0003-1370-9820,Sergio A. Muñoz-Gómez,https://ror.org/02feahw73; https://ror.org/01e6qks80; https://ror.org/03xjwb503; https://ror.org/00kk89y84; https://ror.org/02kbmgc12,"Centre National de la Recherche Scientifique; Dalhousie University; Université Paris-Saclay; Ecologie, Société, Evolution; AgroParisTech",CA; FR,Genomics and Phylogenetic Studies; Microbial Community Ecology and Physiology; Methane Hydrates and Related Phenomena,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Environmental Science",Physical Sciences; Life Sciences,
https://openalex.org/W2614262563,https://doi.org/10.1016/j.cub.2017.04.054,The New Red Algal Subphylum Proteorhodophytina Comprises the Largest and Most Divergent Plastid Genomes Known,2017,2017-05-18,article,en,true,bronze,Current Biology,journal,0960-9822,Elsevier BV,115,78,7,Sergio A. Muñoz-Gómez; Fabián G. Mejía-Franco; Keira Durnin; Morgan J. Colp; Cameron J. Grisdale; John M. Archibald; Claudio H. Slamovits,https://orcid.org/0000-0002-6200-474X; https://orcid.org/0000-0003-0516-4584; https://orcid.org/0000-0003-1923-6972; https://orcid.org/0000-0001-7255-780X; https://orcid.org/0000-0003-3050-1474,Claudio H. Slamovits,https://ror.org/01e6qks80; https://ror.org/05r5a0r20; https://ror.org/01sdtdd95,Dalhousie University; Clínica CES; Canadian Institute for Advanced Research,CA; CO,Protist diversity and phylogeny; Marine and coastal plant biology; Microbial Community Ecology and Physiology,"Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences; Environmental Science",Physical Sciences; Life Sciences,
https://openalex.org/W2981667077,https://doi.org/10.1016/j.ympev.2019.106664,The late blooming amphipods: Global change promoted post-Jurassic ecological radiation despite Palaeozoic origin,2019,2019-10-26,article,en,false,closed,Molecular Phylogenetics and Evolution,journal,1055-7903,Elsevier BV,113,150,3,Denis Copilaş‐Ciocianu; Špela Borko; Cene Fišer,https://orcid.org/0000-0002-6374-2365; https://orcid.org/0000-0002-8383-8778; https://orcid.org/0000-0003-1982-8724,Denis Copilaş‐Ciocianu,https://ror.org/0468tgh79; https://ror.org/05njb9z20,Nature Research Centre; University of Ljubljana,LT; SI,Marine Biology and Ecology Research; Aquatic Invertebrate Ecology and Behavior; Parasite Biology and Host Interactions,Earth and Planetary Sciences; Environmental Science; Environmental Science,Physical Sciences,
https://openalex.org/W2167326032,https://doi.org/10.1186/1471-2148-13-8,"Complete plastid genomes from Ophioglossum californicum, Psilotum nudum, and Equisetum hyemale reveal an ancestral land plant genome structure and resolve the position of Equisetales among monilophytes",2013,2013-01-11,article,en,true,gold,BMC Evolutionary Biology,journal,1471-2148,Springer Science+Business Media,112,57,5,Felix Grewe; Wenhu Guo; Emily A Gubbels; Anne Hansen; Jeffrey P. Mower,https://orcid.org/0000-0002-2805-5930; https://orcid.org/0000-0002-2515-2161; https://orcid.org/0000-0002-1501-5809,Felix Grewe,https://ror.org/043mer456,University of Nebraska–Lincoln,US,Genomics and Phylogenetic Studies; Protist diversity and phylogeny; Fern and Epiphyte Biology,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences,
https://openalex.org/W2971441603,https://doi.org/10.1111/syen.12387,The phylogeny of leaf beetles (Chrysomelidae) inferred from mitochondrial genomes,2019,2019-09-02,article,en,true,green,Systematic Entomology,journal,0307-6970,Wiley,112,82,10,Rui‐E Nie; Carmelo Andújar; Carola Gómez‐Rodríguez; Ming Bai; Huai‐Jun Xue; Min Tang; Chentao Yang; Pu Tang; Xingke Yang; Alfried P. Vogler,https://orcid.org/0000-0002-8018-9901; https://orcid.org/0000-0001-9759-7402; https://orcid.org/0000-0002-2019-7176; https://orcid.org/0000-0001-9197-5900; https://orcid.org/0000-0002-7714-7532; https://orcid.org/0000-0002-4606-1269; https://orcid.org/0000-0003-3447-2316; https://orcid.org/0000-0003-2296-9544; https://orcid.org/0000-0003-3676-6828; https://orcid.org/0000-0002-2462-3718,Xingke Yang; Alfried P. Vogler,https://ror.org/039zvsn29; https://ror.org/034t30j35; https://ror.org/05skxkv18; https://ror.org/028ev2d94; https://ror.org/030eybx10; https://ror.org/04v3ywz14; https://ror.org/045pn2j94; https://ror.org/03n9hr695; https://ror.org/01vfw8847; https://ror.org/05s5qx907; https://ror.org/00a2xv884; https://ror.org/041kmwe10,Natural History Museum; Chinese Academy of Sciences; Institute of Zoology; Instituto de Productos Naturales y Agrobiología; Universidade de Santiago de Compostela; China Agricultural University; BGI Group (China); China National GeneBank; Ministry of Agriculture; State Key Laboratory of Rice Biology; Zhejiang University; Imperial College London,CN; GB; ES; LV,Coleoptera Taxonomy and Distribution; Coleoptera: Cerambycidae studies; Lepidoptera: Biology and Taxonomy,"Agricultural and Biological Sciences; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W2519658587,https://doi.org/10.1186/s12862-016-0764-3,The biodiversity hotspot as evolutionary hot-bed: spectacular radiation of Erica in the Cape Floristic Region,2016,2016-09-17,article,en,true,gold,BMC Evolutionary Biology,journal,1471-2148,Springer Science+Business Media,111,68,7,Michael D. Pirie; E. G. H. Oliver; A. Mugrabi De Kuppler; Berit Gehrke; Nicholas C Le Maitre; Martha Kandziora; Dirk U. Bellstedt,https://orcid.org/0000-0003-0403-4470; https://orcid.org/0000-0001-8823-1871; https://orcid.org/0000-0001-5866-4430; https://orcid.org/0000-0001-5122-3026; https://orcid.org/0000-0002-1197-6207; https://orcid.org/0000-0002-6376-4855,Michael D. Pirie,https://ror.org/05bk57929; https://ror.org/041nas322; https://ror.org/023b0x485,Stellenbosch University; University of Bonn; Johannes Gutenberg University Mainz,ZA; DE,Plant Diversity and Evolution; Paleontology and Stratigraphy of Fossils; Genetic diversity and population structure,"Agricultural and Biological Sciences; Earth and Planetary Sciences; Biochemistry, Genetics and Molecular Biology",Physical Sciences; Life Sciences,BEAST
https://openalex.org/W3001081943,https://doi.org/10.1016/j.ympev.2020.106734,Evolutionary rates of and selective constraints on the mitochondrial genomes of Orthoptera insects with different wing types,2020,2020-01-20,article,en,false,closed,Molecular Phylogenetics and Evolution,journal,1055-7903,Elsevier BV,111,84,11,Huihui Chang; Zhongying Qiu; Hao Yuan; Xiaoyang Wang; Xuejuan Li; Huimin Sun; Xiaoqiang Guo; Yingchun Lu; Xiaolei Feng; Muhammad Majid; Yuan Huang,https://orcid.org/0000-0002-0594-7733; https://orcid.org/0000-0001-6685-8817; https://orcid.org/0000-0001-8940-8042; https://orcid.org/0000-0003-4086-6063; https://orcid.org/0000-0002-9657-5209; https://orcid.org/0000-0002-1068-5926; https://orcid.org/0000-0003-4410-4576; https://orcid.org/0000-0001-7683-9193,Yuan Huang,https://ror.org/0170z8493; https://ror.org/01fmc2233,Shaanxi Normal University; Xi'an Medical University,CN,Orthoptera Research and Taxonomy; Plant and animal studies; Genetic diversity and population structure,"Agricultural and Biological Sciences; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W2031971139,https://doi.org/10.1016/j.meegid.2012.04.013,"TcBat a bat-exclusive lineage of Trypanosoma cruzi in the Panama Canal Zone, with comments on its classification and the use of the 18S rRNA gene for lineage identification",2012,2012-04-21,article,en,false,closed,Infection Genetics and Evolution,journal,1567-1348,Elsevier BV,109,37,5,C. Miguel Pinto; Elisabeth K. V. Kalko; Iain Cottontail; Nele Wellinghausen; Veronika M. Cottontail,https://orcid.org/0000-0002-3640-2357; https://orcid.org/0000-0002-3185-9526,C. Miguel Pinto,https://ror.org/03thb3e06; https://ror.org/00awd9g61; https://ror.org/00453a208; https://ror.org/02qztda51; https://ror.org/032000t02; https://ror.org/035jbxr46; https://ror.org/0187fh156; https://ror.org/04xqmb911; https://ror.org/03fpt5m65,"American Museum of Natural History; The Graduate Center, CUNY; City University of New York; Pontificia Universidad Católica del Ecuador; Universität Ulm; Smithsonian Tropical Research Institute; Isar-Amper-Klinikum München-Ost; Institute of Medical Microbiology and Hygiene; MVZ Labor Ravensburg",EC; US; DE; PA,Trypanosoma species research and implications; Bat Biology and Ecology Studies; Vector-borne infectious diseases,Medicine; Agricultural and Biological Sciences; Immunology and Microbiology,Health Sciences; Life Sciences,
https://openalex.org/W2106697411,https://doi.org/10.1111/jpy.12288,Multi‐gene phylogenetic analyses of New Zealand coralline algae: <i>Corallinapetra Novaezelandiae</i> gen. et sp. nov. and recognition of the Hapalidiales ord. nov.,2015,2015-02-06,article,en,false,closed,Journal of Phycology,journal,0022-3646,Wiley,109,98,7,Wendy A. Nelson; Judy E. Sutherland; T. J. Farr; Darren R. Hart; Kate Neill; Hee Jeong Kim; Hwan Su Yoon,https://orcid.org/0000-0003-0014-5560; https://orcid.org/0000-0002-1722-8218; https://orcid.org/0009-0008-3665-8804; https://orcid.org/0000-0003-0260-2112; https://orcid.org/0000-0002-1639-2403; https://orcid.org/0000-0002-4509-953X; https://orcid.org/0000-0001-9507-0105,Wendy A. Nelson,https://ror.org/03b94tp07; https://ror.org/04hxcaz34; https://ror.org/04tajb587; https://ror.org/01jmxt844; https://ror.org/04q78tk20,University of Auckland; National Institute of Water and Atmospheric Research; Royal Society Te Apārangi; University of Otago; Sungkyunkwan University,NZ; KR,Marine and coastal plant biology; Marine Biology and Ecology Research; Cephalopods and Marine Biology,Earth and Planetary Sciences; Earth and Planetary Sciences; Agricultural and Biological Sciences,Physical Sciences; Life Sciences,
https://openalex.org/W2998988705,https://doi.org/10.1038/s41598-020-57705-4,Rearrangement and evolution of mitochondrial genomes in Thysanoptera (Insecta),2020,2020-01-20,article,en,true,gold,Scientific Reports,journal,2045-2322,Nature Portfolio,109,82,6,Kaomud Tyagi; Rajasree Chakraborty; Stephen L. Cameron; Andrew D. Sweet; Kailash Chandra; Vikas Kumar,https://orcid.org/0000-0003-1064-9826; https://orcid.org/0000-0002-6694-4130; https://orcid.org/0000-0003-2765-7021; https://orcid.org/0000-0001-9076-5442; https://orcid.org/0000-0002-0215-0120,Kaomud Tyagi,https://ror.org/00h6p6a20; https://ror.org/02dqehb95,Zoological Survey of India; Purdue University West Lafayette,IN; US,Genomics and Phylogenetic Studies; Chromosomal and Genetic Variations; Insect-Plant Interactions and Control,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Agricultural and Biological Sciences",Life Sciences,
https://openalex.org/W3029708125,https://doi.org/10.3389/fmicb.2020.00933,"Fungal Diversity in the Neptune Forest: Comparison of the Mycobiota of Posidonia oceanica, Flabellia petiolata, and Padina pavonica",2020,2020-05-26,article,en,true,gold,Frontiers in Microbiology,journal,1664-302X,Frontiers Media,109,58,5,A. Poli; Elena Bovio; Lucrezia Ranieri; Giovanna Cristina Varese; Valeria Prigione,https://orcid.org/0000-0002-4027-1476; https://orcid.org/0000-0002-0056-6317; https://orcid.org/0000-0001-7324-854X; https://orcid.org/0000-0002-1455-6208; https://orcid.org/0000-0002-9312-1420,Giovanna Cristina Varese,https://ror.org/048tbm396,University of Turin,IT,Plant Pathogens and Fungal Diseases; Marine and coastal plant biology; Lichen and fungal ecology,"Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences; Agricultural and Biological Sciences",Physical Sciences; Life Sciences,
https://openalex.org/W2744465203,https://doi.org/10.1038/s41598-017-07977-0,Complete mitochondrial genomes of Anopheles stephensi and An. dirus and comparative evolutionary mitochondriomics of 50 mosquitoes,2017,2017-08-03,article,en,true,gold,Scientific Reports,journal,2045-2322,Nature Portfolio,108,92,9,You-Jin Hao; Yi-Lin Zou; Yi-Ran Ding; Wenyue Xu; Zhen-Tian Yan; Xu-Dong Li; Wen-Bo Fu; Ting-Jing Li; Bin Chen,https://orcid.org/0000-0003-3681-5052; https://orcid.org/0000-0002-5227-7736,You-Jin Hao,https://ror.org/01dcw5w74; https://ror.org/036y4q615; https://ror.org/05w21nn13,Chongqing Normal University; Vector (United States); Army Medical University,CN; US,Mosquito-borne diseases and control; Malaria Research and Control; Insect symbiosis and bacterial influences,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Life Sciences,
https://openalex.org/W2796037886,https://doi.org/10.1016/j.ympev.2018.04.002,"Phylogeny, evolution and mitochondrial gene order rearrangement in scale worms (Aphroditiformia, Annelida)",2018,2018-04-03,article,en,false,closed,Molecular Phylogenetics and Evolution,journal,1055-7903,Elsevier BV,108,86,9,Yanjie Zhang; Jin Sun; Greg W. Rouse; Helena Wiklund; Fredrik Pleijel; Hiromi Watanabe; Chong Chen; Pei‐Yuan Qian; Jian‐Wen Qiu,https://orcid.org/0000-0003-1639-7914; https://orcid.org/0000-0001-8002-6881; https://orcid.org/0000-0001-9036-9263; https://orcid.org/0000-0002-8252-3504; https://orcid.org/0000-0001-5031-9018; https://orcid.org/0000-0001-9036-9263; https://orcid.org/0000-0003-4074-9078; https://orcid.org/0000-0002-1541-9627,Jian‐Wen Qiu,https://ror.org/0145fw131; https://ror.org/00q4vv597; https://ror.org/04v7hvq31; https://ror.org/039zvsn29; https://ror.org/01tm6cn81; https://ror.org/059qg2m13; https://ror.org/02zhqgq86,Hong Kong Baptist University; Hong Kong University of Science and Technology; Scripps Institution of Oceanography; Natural History Museum; University of Gothenburg; Japan Agency for Marine-Earth Science and Technology; University of Hong Kong,HK; US; GB; SE; JP,Marine Biology and Ecology Research; Genomics and Phylogenetic Studies; Parasite Biology and Host Interactions,"Earth and Planetary Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science",Physical Sciences; Life Sciences,
https://openalex.org/W2883729471,https://doi.org/10.1093/isd/ixy008,"Evolution, Diversification, and Biogeography of Grasshoppers (Orthoptera: Acrididae)",2018,2018-07-01,article,en,true,bronze,Insect Systematics and Diversity,journal,2399-3421,Oxford University Press,103,144,4,Hojun Song; Ricardo Mariño‐Pérez; Derek A. Woller; María Marta Cigliano,https://orcid.org/0000-0001-6115-0473; https://orcid.org/0000-0002-0566-1372; https://orcid.org/0000-0002-8409-6825; https://orcid.org/0000-0001-9865-2901,Hojun Song,https://ror.org/01f5ytq51; https://ror.org/03qan4b12,Texas A&M University; Centro Científico Tecnológico - La Plata,US; AR,Orthoptera Research and Taxonomy; Genetic diversity and population structure; Scarabaeidae Beetle Taxonomy and Biogeography,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences",Physical Sciences; Life Sciences,
https://openalex.org/W2162452104,https://doi.org/10.1016/j.ympev.2015.10.006,Phylogenetic placement of enigmatic percomorph families (Teleostei: Percomorphaceae),2015,2015-10-23,article,de,false,closed,Molecular Phylogenetics and Evolution,journal,1055-7903,Elsevier BV,102,113,3,Millicent D. Alexandrov Sanciangco; Kent E. Carpenter; Ricardo Betancur‐R,https://orcid.org/0000-0002-9472-3167; https://orcid.org/0000-0003-3618-1811; https://orcid.org/0000-0002-9512-5011,Ricardo Betancur‐R,https://ror.org/04zjtrb98; https://ror.org/0453v4r20,Old Dominion University; University of Puerto Rico at Río Piedras,US; PR,"Ichthyology and Marine Biology; Fish Biology and Ecology Studies; Fish biology, ecology, and behavior",Environmental Science; Agricultural and Biological Sciences; Environmental Science,Physical Sciences; Life Sciences,
https://openalex.org/W2565745748,https://doi.org/10.1038/nclimate3183,Impacts of changing rainfall regime on the demography of tropical birds,2016,2016-12-19,article,en,false,closed,Nature Climate Change,journal,1758-678X,Nature Portfolio,102,60,5,Jeffrey D. Brawn; Thomas J. Benson; Maria Stager; Nicholas Sly; Corey E. Tarwater,https://orcid.org/0000-0002-5158-0055; https://orcid.org/0000-0002-7287-7499; https://orcid.org/0000-0002-5635-580X; https://orcid.org/0000-0001-7203-1170,Jeffrey D. Brawn,https://ror.org/047g2hq96; https://ror.org/047426m28; https://ror.org/0078xmk34; https://ror.org/01485tq96,Illinois Department of Natural Resources; University of Illinois Urbana-Champaign; University of Montana; University of Wyoming,US,Species Distribution and Climate Change; Ecology and Vegetation Dynamics Studies; Wildlife Ecology and Conservation,Environmental Science; Environmental Science; Environmental Science,Physical Sciences,
https://openalex.org/W2923086073,https://doi.org/10.1111/1462-2920.14602,Diversity of the <i>Fusarium</i> pathogens associated with crown rot in the Huanghuai wheat‐growing region of China,2019,2019-03-21,article,en,false,closed,Environmental Microbiology,journal,1462-2912,Wiley,102,65,9,Haifeng Zhou; Xiaolun He; Shuo Wang; Qingzhou Ma; Bingjian Sun; Shengli Ding; Linlin Chen; Meng Zhang; Honglian Li,https://orcid.org/0000-0002-0985-506X; https://orcid.org/0000-0002-3673-9929; https://orcid.org/0000-0003-3716-9654; https://orcid.org/0000-0001-9240-1642; https://orcid.org/0000-0003-4657-1506; https://orcid.org/0000-0003-4054-1277; https://orcid.org/0000-0003-1941-1136; https://orcid.org/0000-0002-9296-5074,Meng Zhang; Honglian Li,https://ror.org/04eq83d71; https://ror.org/0149mnh61; https://ror.org/02a1tyz74,Henan Agricultural University; Henan Energy & Chemical Industry Group (China); National Engineering Research Center for Wheat,CN,Plant Pathogens and Fungal Diseases; Mycotoxins in Agriculture and Food; Mycorrhizal Fungi and Plant Interactions,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Agricultural and Biological Sciences",Life Sciences,
https://openalex.org/W4220789952,https://doi.org/10.1038/s41477-022-01102-4,Phylogenomics of the genus Glycine sheds light on polyploid evolution and life-strategy transition,2022,2022-03-14,article,en,false,closed,Nature Plants,journal,2055-026X,Nature Portfolio,102,103,14,Yongbin Zhuang; Xutong Wang; Xianchong Li; Junmei Hu; Lichuan Fan; Jacob B. Landis; Steven B. Cannon; Jane Grimwood; Jeremy Schmutz; Scott A. Jackson; Jeffrey J. Doyle; Xian Sheng Zhang; Dajian Zhang; Jianxin Ma,https://orcid.org/0000-0003-0530-7987; https://orcid.org/0000-0002-4625-7659; https://orcid.org/0000-0002-5631-5365; https://orcid.org/0000-0003-2777-8034; https://orcid.org/0000-0002-8356-8325; https://orcid.org/0000-0001-8062-9172; https://orcid.org/0000-0002-3172-1607; https://orcid.org/0000-0002-3129-5206; https://orcid.org/0000-0002-5118-5514; https://orcid.org/0000-0002-1474-812X,Yongbin Zhuang,https://ror.org/04axhqr63; https://ror.org/02dqehb95; https://ror.org/05bnh6r87; https://ror.org/02d2m2044; https://ror.org/04nz0wq19; https://ror.org/00te3t702; https://ror.org/041zepm54; https://ror.org/02ke8fw32,State Key Laboratory of Crop Biology; Purdue University West Lafayette; Cornell University; Agricultural Research Service; HudsonAlpha Institute for Biotechnology; University of Georgia; Applied Genetic Technologies (United States); Shandong Agricultural University,CN; US,Photosynthetic Processes and Mechanisms; Chromosomal and Genetic Variations; Genetic diversity and population structure,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences,
https://openalex.org/W2312343282,https://doi.org/10.1038/srep18075,"Towards a phylogenetic classification of Leptothecata (Cnidaria, Hydrozoa)",2016,2016-01-29,article,en,true,gold,Scientific Reports,journal,2045-2322,Nature Portfolio,100,127,5,Maximiliano M. Maronna; Thaís Pires Miranda; Álvaro L. Peña Cantero; Marcos S. Barbeitos; António Carlos Marques,https://orcid.org/0000-0002-2590-639X; https://orcid.org/0000-0001-7786-8738; https://orcid.org/0000-0001-6488-8254; https://orcid.org/0000-0002-2884-0541,Maximiliano M. Maronna,https://ror.org/036rp1748; https://ror.org/04qan0m84; https://ror.org/043nxc105; https://ror.org/05syd6y78,Universidade de São Paulo; Instituto de Geociencias; Universitat de València; Universidade Federal do Paraná,BR; ES,Marine Invertebrate Physiology and Ecology; Protist diversity and phylogeny; Marine Ecology and Invasive Species,"Earth and Planetary Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science",Physical Sciences; Life Sciences,
https://openalex.org/W2069142875,https://doi.org/10.1080/03235408.2013.833749,<i>Colletotrichum fructicola</i>and<i>C. siamense</i>are involved in chilli anthracnose in India,2013,2013-09-10,article,en,false,closed,Archives of Phytopathology and Plant Protection,journal,0323-5408,Taylor & Francis,97,36,2,Gunjan Sharma; Belle Damodara Shenoy,https://orcid.org/0000-0003-2199-9389; https://orcid.org/0000-0002-4146-5176,Belle Damodara Shenoy,https://ror.org/055rjs771; https://ror.org/01gvkyp03,Institute of Microbial Technology; National Institute of Oceanography,IN,Plant Pathogens and Fungal Diseases; Plant-Microbe Interactions and Immunity; Banana Cultivation and Research,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Agricultural and Biological Sciences",Life Sciences,
