license	location	pmcid	pmid	doi	pubdate	source	number	text	software	version	ID	curation_label	mapped_to_software
comm	comm/MycoKeys/PMC6290046.nxml	6290046	30568536.0	10.3897/mycokeys.43.30203	2018	Sequence alignment and phylogenetic analyses	9	2013) and SEQUENCEMATRIX 1.7.8 (Vaidya et al	SEQUENCEMATRIX	1.7.8	SM385970	not_curated	not_disambiguated
comm	comm/MycoKeys/PMC7588496.nxml	7588496	33149720.0	10.3897/mycokeys.74.56655	2020	Sequence alignment and phylogenetic analyses	6	Sequences were concatenated with SequenceMatrix v.1.7.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Mycology/PMC6059158.nxml	6059158	30123669.0	10.1080/21501203.2018.1461142	2018	Data analyses	11	Further analyses were carried out after concatenation using Sequence Matrix (Vaidya et al	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Mycology/PMC6781463.nxml	6781463	31632834.0	10.1080/21501203.2019.1635217	2019	Alignments and phylogenetic reconstructions	20	Further analyses were performed after concatenation using Sequence Matrix (Vaidya et al	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Virus_Evol/PMC7959010.nxml	7959010	33747542.0	10.1093/ve/veaa045	2020	2.8 Phylogenetic analysis	15	The individual segment sequences were concatenated to give the full-length genome sequences using SequenceMatrix (Vaidya, Lohman, and Meier 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Viruses/PMC7019704.nxml	7019704	31947695.0	10.3390/v12010096	2020	2.6. Phylogenetic Analysis	15	A multiple alignment of ten coding regions (VP1–VP7 and NS1–NS3) was performed using the Muscle algorithm of MEGA6 software and then FASTA files were concatenated using the SequenceMatrix tool [27] by matching taxon-names	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/World_J_Microbiol_Biotechnol/PMC6435635.nxml	6435635	30868269.0	10.1007/s11274-019-2625-x	2019	Taxonomic investigations	5	Sequences for each gene were individually aligned by PRANK v.140603 (Löytynoja 2014) with default settings, which was followed by concatenation of the alignments with SequenceMatrix 1.8 (Vaidya et al	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC4523765.nxml	4523765	26257535.0	10.3897/zookeys.510.8573	2015	Methods	10	The two data sets were concatenated using SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC5523398.nxml	5523398	28769710.0	10.3897/zookeys.679.12805	2017	Materials and methods	4	The aligned, individual gene data sets were concatenated using SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC5673861.nxml	5673861	29134024.0	10.3897/zookeys.698.13411	2017	tab_caption	1	"""""""COI barcode sequence pairwise differences for """"""""-like"""""""", , and specimens, based on SequenceMatrix"""""""	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC5673861.nxml	5673861	29134024.0	10.3897/zookeys.698.13411	2017	Molecular analysis	4	Uncorrected pairwise distances (see Srivathsan and Meier 2012) were used to quantify the intra- and inter-specific variability in SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC5673861.nxml	5673861	29134024.0	10.3897/zookeys.698.13411	2017	Molecular analysis	10	Pairwise differences for these sequences calculated in SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC5673861.nxml	5673861	29134024.0	10.3897/zookeys.698.13411	2017		11	COI barcode sequence pairwise differences for “-like”, , and specimens, based on SequenceMatrix	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC5928055.nxml	5928055	29719474.0	10.3897/zookeys.752.23712	2018	Materials and methods	21	The aligned sequences were concatenated using Sequence Matrix (Vaidya et al	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Zookeys/PMC6198026.nxml	6198026	30364726.0	10.3897/zookeys.790.28875	2018	Molecular phylogenetic analyses	8	Alignments of different markers were concatenated using SequenceMatrix 1.8 (Gaurav et al	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC6328525.nxml	6328525	30636909.0	10.3897/zookeys.812.29908	2019	Alignments, partitioning strategies, and phylogenetic analyses	13	Finally, 12 PCGs and the 2 rRNA genes were concatenated (11862 bp) using SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC6389645.nxml	6389645	30814903.0	10.3897/zookeys.825.32271	2019	Molecular data analysis	13	The individual datasets were concatenated in SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC6482596.nxml	6482596	31065224.0	10.3897/zookeys.839.28312	2019	Sequence alignment and editing	11	The combined gene matrix was converted to tnt format using Sequence matrix 1.7.8 (Vaidya, Lohman, Meier 2011)	Sequence matrix	1.7.8	SM401255	not_curated	SequenceMatrix
comm	comm/Zookeys/PMC6656784.nxml	6656784	31363346.0	10.3897/zookeys.864.26689	2019	Phylogenetic analysis	6	All 16 aligned genes were concatenated using SequenceMatrix version 1.7.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC6718372.nxml	6718372	31528119.0	10.3897/zookeys.872.36288	2019	Molecular phylogenetic analyses	13	Alignments of the separate markers were all concatenated using SequenceMatrix 1.8 (Gaurav et al	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC7237507.nxml	7237507	32476973.0	10.3897/zookeys.932.48532	2020	Phylogenetic analyses	11	Aligned sequences for COI, 16S, 18S, 28S, H3, and CytB were concatenated using SequenceMatrix v.1.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC7515930.nxml	7515930	33013166.0	10.3897/zookeys.969.49278	2020	Phylogenetic analyses	7	Alignments of individual genes were concatenated using SequenceMatrix v1.7.8 (Gaurav et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zookeys/PMC7758309.nxml	7758309	33384564.0	10.3897/zookeys.1004.58537	2020	Phylogenetic analyses	10	Sequences were trimmed in Mesquite v 3.10 (Maddison and Maddison 2019) after which the three separate data sets were concatenated with SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Zoological_Lett/PMC8040243.nxml	8040243	33845896.0	10.1186/s40851-021-00172-0	2021	Phylogenetic and biogeographic analyses	44	The sequences for the nuclear gene fragments were concatenated to generate a 2803-bp matrix in SequenceMatrix ([50]; see Supplementary Material 7)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Parasit_Vectors/PMC7310197.nxml	7310197	32571423.0	10.1186/s13071-020-04187-y	2020	Mitophylogenomics in the superfamily Tylenchoidea	9	SequenceMatrix [50] was used to concatenate all 12 PCG alignments in the following order: atp6-cox1-cox2-cox3-cytb-nad1-nad2-nad3-nad4-nad4L-nad5-nad6	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Parasit_Vectors/PMC5644147.nxml	5644147	29037251.0	10.1186/s13071-017-2457-1	2017	Data analysis	20	Cox1 and GPI sequences were concatenated in SequenceMatrix 1.8 [66] and submitted to NJ, ML, MP and BI analysis as described above.	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Parasit_Vectors/PMC6805402.nxml	6805402	31639027.0	10.1186/s13071-019-3750-y	2019	Molecular analysis	12	The concatenated alignment containing cox1 and 28S sequences was generated by Sequence Matrix v.1.8 [68]	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Parasit_Vectors/PMC8420037.nxml	8420037	34488869.0	10.1186/s13071-021-04963-4	2021	Phylogenetic analysis	8	Individual alignments were concatenated in SequenceMatrix [39]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Pathogens/PMC7168623.nxml	7168623	31861831.0	10.3390/pathogens9010009	2019	4.2. DNA Extraction, Amplification, Sequencing, and Phylogenetic Analysis	20	Alignments of gpdh and ITS datasets contained high number of indels with important phylogenetic signal, therefore gaps were coded as absence/presence characters by SequenceMatrix v1.8 [36] using the simple indel coding algorithm [37]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC8074845.nxml	8074845	33981506.0	10.7717/peerj.11310	2021	Population analysis, alignment and phylogenetic analysis	15	Linking sequences and their partitioning for subsequent analyses were made in SequenceMatrix v.1.8 (Vaidya, Lohman & Meier, 2011).	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC6786251.nxml	6786251	31608181.0	10.7717/peerj.7853	2019	Phylogenetic analysis	14	Then, these (13 PCGs and two rRNAs) aligned nucleotide sequences were concatenated using SequenceMatrix v1.7.8 (Vaidya, Lohman & Meier, 2011) and partitioned into several data blocks.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC6500721.nxml	6500721	31106070.0	10.7717/peerj.6866	2019	Phylogenetic analysis	16	Then, the aligned nucleotide sequences were concatenated with SequenceMatrix v1.7.8 (Vaidya, Lohman & Meier, 2011) and partitioned into several data blocks.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC7039129.nxml	7039129	32117634.0	10.7717/peerj.8603	2020	Alignment and model selection	8	The final alignment files were then concatenated using SequenceMatrix v.1.7.8 (Vaidya, Lohman & Meier, 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC7456527.nxml	7456527	32913670.0	10.7717/peerj.9515	2020	Alignment and phylogenetic analyses	10	The aligned sequences of the two gene regions were concatenated into one dataset using Sequence Matrix 1.7.8 (Vaidya, Lohman & Meier, 2011) and obtained NEXUS data block for combined data set as follows: #NEXUS begin data; dimensions ntax = 80 nchar = 6974; format datatype = dna; gap = −; missing = ?; matrix; end;	Sequence Matrix	1.7.8	SM61024	not_curated	SequenceMatrix
comm	comm/PeerJ/PMC6305119.nxml	6305119	30595984.0	10.7717/peerj.6131	2018	Phylogenetic analyses	16	The amino acid alignments of the 13 PCGs and two rRNAs were concatenated using SequenceMatrix v1.7.8 (Vaidya, Lohman & Meier, 2011) and used in phylogenetic analyses under the Maximum-likelihood (ML) criteron and Bayesian inference (BI)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC8106913.nxml	8106913	33996279.0	10.7717/peerj.11294	2021	Phylogenetic analyses	9	Alignments of individual genes were then concatenated using SequenceMatrix v1.7.8 (Vaidya, Lohman & Meier, 2011) to generate five datasets: PCG123 (all three codon positions of the 13 PCGs), PCG123R (all three codon positions of the 13 PCGs and two rRNAs), PCG12 (the first and second codon positions of the 13 PCGs), PCG12R (the first and second codon positions of the 13 PCGs and two rRNAs), and AA (amino acid sequences of the 13 PCGs)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC7546225.nxml	7546225	33083111.0	10.7717/peerj.9932	2020	Phylogenetic analysis	6	The 13 PCGs were aligned by MAFFT and concatenated as a combined dataset using SequenceMatrix v1.7.8 (Katoh & Standley, 2013)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC6979410.nxml	6979410	31998551.0	10.7717/peerj.8204	2020	Phylogenetic analysis	21	The aligned sequences of all eight markers were further concatenated in Sequencematrix (Vaidya, Lohman & Meier, 2011)	Sequencematrix		SM146030	not_curated	SequenceMatrix
comm	comm/PeerJ/PMC5446773.nxml	5446773	28560106.0	10.7717/peerj.3356	2017	Phylogenetic analyses	14	Each gene was analyzed separately and then combined by genomic location; mitochondrial (COI + CR) and nuclear (β-tubulin + ITS-1), and then concatenated into a single dataset (COI + CR + β-tubulin + ITS-1) in SequenceMatrix v	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC8236233.nxml	8236233	34221725.0	10.7717/peerj.11622	2021	Phylogenetic analysis	13	Once aligned, we concatenated our data into a multi-locus dataset with SequenceMatrix 1.8 (Vaidya, Lohman & Meier, 2011) for phylogenetic analysis	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC8435205.nxml	8435205	34589293.0	10.7717/peerj.11954	2021	Molecular analyses, species delimitation and descriptions	19	We imported the 16S, ITS1 and 28S implied alignments, and the COI static alignment, to Sequence Matrix ver 1.8 (Vaidya, Lohman & Meier, 2011), and selected mostly 3-4 sequences, when available, of each marker for each of the hypothesized species (see details of sequence composition in Table S5)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PeerJ/PMC6659665.nxml	6659665	31372319.0	10.7717/peerj.7317	2019	Phylogenetic analysis	8	The separated genes and partitions were concatenated with SequenceMatrix software (Vaidya, Lohman & Meier, 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC6698373.nxml	6698373	31435494.0	10.7717/peerj.7531	2019	Sequence alignment and model testing	9	Afterwards, individual gene alignments were concatenated using SequenceMatrix v.1.7.8.1 (Vaidya, Lohman & Meier, 2011) and the most appropriate model of nucleotide evolution selected for the concatenated alignment as described above.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC7860113.nxml	7860113	33585083.0	10.7717/peerj.10804	2021	Species delimitation	16	For this, we combined both sequences in the unified supermatrix via SequenceMatrix v.1.8 (), a nucleotide substitution model for each locus was defined in ModelFinder (for the entire 16S sequences and individually for each nucleotide position in the triplet for COI)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PeerJ/PMC6791353.nxml	6791353	31616603.0	10.7717/peerj.7869	2019	Phylogenetic analyses and genetic distances	10	The isolated fragments were concatenated using Sequence Matrix v1.8 (Vaidya, Lohman & Meier, 2011)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PhytoKeys/PMC8455504.nxml	8455504	34616209.0	10.3897/phytokeys.182.71063	2021	DNA Sequencing and Molecular Analyses	4	Two sequences (ITS and rps16) were combined by Sequence Matrix v.1.7.8 for later analysis (Vaidya et al	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PhytoKeys/PMC7455576.nxml	7455576	32913412.0	10.3897/phytokeys.156.37277	2020	Materials and methods	5	We used SequenceMatrix ver	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PhytoKeys/PMC5624197.nxml	5624197	29033667.0	10.3897/phytokeys.86.13532	2017	Phylogenetic reconstruction	13	We concatenated aligned matrices using SEQUENCEMATRIX (Vaidya et al	SEQUENCEMATRIX		SM385970	not_curated	not_disambiguated
comm	comm/PhytoKeys/PMC7266837.nxml	7266837	32523394.0	10.3897/phytokeys.148.48510	2020	Materials and methods	6	Sequences of the five markers were concatenated using SequenceMatrix Windows ver	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PhytoKeys/PMC7471474.nxml	7471474	32943975.0	10.3897/phytokeys.156.53502	2020	Character-based DNA barcoding	8	All markers were assembled with SequenceMatrix v.1.7.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PhytoKeys/PMC7467946.nxml	7467946	32934447.0	10.3897/phytokeys.157.32609	2020	Sequence alignment and phylogenetic analysis	7	A combined ITS and trnL-F matrix was generated using SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PhytoKeys/PMC7467941.nxml	7467941	32934448.0	10.3897/phytokeys..32427	2020	The systematic position of taxa in Hainan Island	9	The two no-coding gene ITS1/2 and trnL-trnF were concatenated to a single matrix by the programme SequenceMatrix v.1.7.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PhytoKeys/PMC7467941.nxml	7467941	32934448.0	10.3897/phytokeys..32427	2020	Genetic diversity and differentiation	10	Subsequently, we combined the two no-coding cpDNA regions as a single locus by the programme SequenceMatrix v.1.7.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PhytoKeys/PMC5558824.nxml	5558824	28814915.0	10.3897/phytokeys.71.9203	2016	Phylogenetic analyses	10	Matrices were concatenated using SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Plants_(Basel)/PMC6681236.nxml	6681236	31288447.0	10.3390/plants8070210	2019	4.4.2. Combined Sequence	15	Subsequently, the sequences were merged while using SequenceMatrix1.8 [48] and saved in *.nex format.	SequenceMatrix1	SequenceMatrix1.8	SM385831	not_curated	SequenceMatrix
comm	comm/Plants_(Basel)/PMC7238176.nxml	7238176	32295225.0	10.3390/plants9040502	2020	4.7. Phylogenetic Analyses	54	The alignments for each locus were combined in a single file using the program SequenceMatrix 1.8 [54]	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Plants_(Basel)/PMC7601144.nxml	7601144	33050285.0	10.3390/plants9101332	2020	4.7. Phylogenetic Relationship within Coelogyne	26	We extracted the same sequence fragments of the eight primers’ locations after alignment with MAFFT v7.45 [40] from the whole chloroplast genome of the above four species; then, the four or eight fragments of four species were combined like all other sequences using SequenceMatrix v1.7.8 [50]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_Curr/PMC3644299.nxml	3644299	23653398.0	10.1371/currents.tol.53ba26640df0ccaee75bb165c8c26288	2013	Materials and Methods	14	Individual genes were concatenated using SequenceMatrix v1.7.858 or Geneious	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_Negl_Trop_Dis/PMC4207677.nxml	4207677	25340752.0	10.1371/journal.pntd.0003256	2014	Analyses	19	Samples for which both ITS 1 and 2 were generated were concatenated in Sequence Matrix v	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC5172622.nxml	5172622	27997573.0	10.1371/journal.pone.0168464	2016	Phylogenetics and sequence characterization	7	The coding regions of all segments for each five isolate were manually inspected, trimmed and then concatenated in the following sequence order of PB2, PB1, PA, HA, NP, NA, M and NS using the SequenceMatrix software [16]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC7449498.nxml	7449498	32845927.0	10.1371/journal.pone.0237882	2020	Sequence assembly and alignment	12	The combined data set of COI, ITS1 and ITS2 was concatenated in SequenceMatrix [34].	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC7959404.nxml	7959404	33720930.0	10.1371/journal.pone.0247747	2021	Molecular characters	22	Finally, the concatenation of both the morphological and molecular matrices was achieved using SequenceMatrix 1.8 software [49], and exported as NEXUS and TNT files.	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC3192703.nxml	3192703	22022365.0	10.1371/journal.pone.0024851	2011	Materials and Methods	17	Aligned sequence matrices were concatenated with SequenceMatrix software [51]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6812824.nxml	6812824	31648276.0	10.1371/journal.pone.0224463	2019	Phylogenetic analysis and molecular dating	4	The final alignments were concatenated into a single matrix in the Sequence Matrix v.1.7.8 [30]	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC4814057.nxml	4814057	27027632.0	10.1371/journal.pone.0150920	2016	Laboratory procedures and Preparation of datasets	19	We concatenated the different DNA locus partitions with SequenceMatrix v.1.7.7 [48]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC3369884.nxml	3369884	22685573.0	10.1371/journal.pone.0038474	2012	Marker Design, Amplification, Sequence Editing and Alignment	16	A concatenated nDNA dataset was also generated for pairwise alignments and demographic inference using SequenceMatrix [34].	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC5695614.nxml	5695614	29095864.0	10.1371/journal.pone.0187104	2017	Phylogenetic analysis and gene evolutionary rates	7	The thirty-five mitochondrial protein-coding gene alignments were concatenated into one dataset using SequenceMatrix 1.7.6 [29] where each gene represented a partition	SequenceMatrix	1.7.6	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC3360049.nxml	3360049	22675425.0	10.1371/journal.pone.0037473	2012	Data analysis	12	Sequences were aligned using ClustalW in MEGA 5.03 with a gap opening penalty of 15, a gap extension penalty of 6.66, and a transition weight of 0.5 [18], [19] and concatenated using Sequence Matrix 1.7.8 [20]	Sequence Matrix	1.7.8	SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC4380458.nxml	4380458	25826648.0	10.1371/journal.pone.0123594	2015	Phylogenetic analysis	15	Individual genes were concatenated using SequenceMatrix v1.7.8 [54]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6435229.nxml	6435229	30913218.0	10.1371/journal.pone.0213273	2019	2.2 Epicoccum spp. identification	9	Maximum likelihood (ML) and Bayesian analyses were conducted for each locus and on a three-locus dataset combined using the program SequenceMatrix 1.8 [50]	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC3256190.nxml	3256190	22253849.0	10.1371/journal.pone.0029987	2012	2.4.4 Tree-based analysis	22	Combination matrices of different loci were obtained using SequenceMatrix 1.6.5 [49]	SequenceMatrix	1.6.5	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4229182.nxml	4229182	25389773.0	10.1371/journal.pone.0112461	2014	Maximum likelihood approach	15	Multiple sequence alignments were first performed to each fragment using MUSCLE and the alignments were subsequently trimmed in Gblocks and concatenated using SequenceMatrix [21]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6082535.nxml	6082535	30089124.0	10.1371/journal.pone.0200956	2018	Phylogenetic analyses	12	Using SequenceMatrix [68], the two (COI and ND1) data sets were concatenated (1011 bp) for construction of phylogenetic trees	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4079613.nxml	4079613	24988409.0	10.1371/journal.pone.0101375	2014	Phylogenetic analyses	13	Individual genes were concatenated using SequenceMatrix v1.7.8 [50]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6502327.nxml	6502327	31059557.0	10.1371/journal.pone.0216608	2019	Protein-coding sequences	5	We concatenated these sequences using Sequence Matrix (Vaidya et al., 2010); the concatenated sequences included 42,785 nucleotide positions	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC6192594.nxml	6192594	30332426.0	10.1371/journal.pone.0204756	2018	Phylogenetic and species delimitation analysis	14	Then, in order to reduce polytomy and search for more resolved relationships, we concatenated the COI data set with three nuclear markers, 18S rRNA, 28S rRNA and ITS-2, using SequenceMatrix [56]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC3460966.nxml	3460966	23029072.0	10.1371/journal.pone.0045523	2012	Sequence Alignment and Phylogenetic Analysis	10	SequenceMatrix 1.7.8 [53] and Mesquite 2.74 [54] were used to concatenate aligned gene regions into a combined molecular dataset	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4920351.nxml	4920351	27341029.0	10.1371/journal.pone.0158167	2016	Bioinformatic and Phylogenetic analysis	10	Individual genes were concatenated into a single data matrix using SequenceMatrix v1.7.8 [50]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC7179895.nxml	7179895	32324729.0	10.1371/journal.pone.0225233	2020	Phylogeny and Gene Order (GO) analyses	8	Finally, for each of the two datasets, the sequences of all PCGs were concatenated using SequenceMatrix v1.7.84537 [45]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC7055844.nxml	7055844	32130211.0	10.1371/journal.pone.0228485	2020	Phylogenetic analysis	10	A concatenated matrix was assembled using Sequence Matrix (v	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC5330476.nxml	5330476	28245223.0	10.1371/journal.pone.0172352	2017	Molecular data set	11	For each gene, sequences were assembled and aligned in Geneious R8 [25] considering invertebrate mitochondrial translation code (using Translation Align tool), and thereafter concatenated dataset from these two gene alignments were conducted in SequenceMatrix 1.7.9	SequenceMatrix	1.7.9	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6059426.nxml	6059426	30044806.0	10.1371/journal.pone.0200372	2018	Sequence assembly and alignment	11	The aligned matrix was concatenated to a combined matrix using SequenceMatrix version 1.73 [33]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6456250.nxml	6456250	30964918.0	10.1371/journal.pone.0215176	2019	Phylogenetic analysis	11	The three final marker data sets were combined using Sequence Matrix software [42], and the data partition matrix was made	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC4156343.nxml	4156343	25192061.0	10.1371/journal.pone.0106649	2014	Mitochondrial gene phylogeny and divergence estimates	15	Complete mitochondrial protein sequences were then aligned using Geneious 6.1.6 (Biomatters Ltd.), followed by minor manual adjustment, and were concatenated using Sequence Matrix 1.7.8 [36]	Sequence Matrix	1.7.8	SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC6927662.nxml	6927662	31869373.0	10.1371/journal.pone.0226064	2019	DNA isolation, amplification and sequencing	12	Consensus sequences were aligned using the programme ClustalX 2.1.12 [39], and the genes were concatenated using Sequencematrix [40].	Sequencematrix		SM146030	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC5376084.nxml	5376084	28362811.0	10.1371/journal.pone.0174792	2017	Phylogenetic analyses	6	Aligned matrices of the seven DNA regions were firstly analyzed separately, then plastid matrices were concatenated using SequenceMatrix 1.7 [44]	SequenceMatrix	1.7	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6066202.nxml	6066202	30059541.0	10.1371/journal.pone.0200773	2018	Phylogenetic analyses	13	The software Sequence Matrix 1.8 was used for the sequence concatenations [33].	Sequence Matrix	1.8	SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC3500307.nxml	3500307	23166696.0	10.1371/journal.pone.0049521	2012	Alignments and Data Concatenation	58	Alignments for 79 different partitions were combined with SequenceMatrix 1.7.8 [137]	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC3777957.nxml	3777957	24069353.0	10.1371/journal.pone.0074828	2013	Molecular methods	11	Sequence data matrixes were concatenated using SequenceMatrix version 1.7 [24].	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4043755.nxml	4043755	24892428.0	10.1371/journal.pone.0098558	2014	Phylogenetic analyses	37	The derived amino acid sequences of 12 mitochondrial PCGs from 50 nematode species were aligned individually using the online MAFFT service with default parameters (http://mafft.cbrc.jp/alignment/server/) [53] and were then concatenated into a single alignment using SequenceMatrix [54]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4465667.nxml	4465667	26061739.0	10.1371/journal.pone.0128181	2015	Phylogenetic analyses	23	Aligned sequences were concatenated and analyzed using Sequence Matrix v1.7.8 [53] and are available at the Dryad repository (doi:10.5061/dryad.63j2j)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC6395032.nxml	6395032	30818396.0	10.1371/journal.pone.0213181	2019	Phylogenetic analysis	21	We employed Sequence Matrix v1.8 [46] to combine the DNA data and binary characters.	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC3543462.nxml	3543462	23326463.0	10.1371/journal.pone.0053598	2013	DNA extraction, amplification and phylogenetic analyses	11	As the topology of 18S and 28S rRNA genes are congruent [15], the two aligned matrices were concatenated with Sequence Matrix [33], forming a 2386 bp-long dataset containing 104 taxa	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC4182490.nxml	4182490	25268381.0	10.1371/journal.pone.0108603	2014	Phylogenetic analysis	6	We concatenated both gene alignments with SequenceMatrix v	SequenceMatrix		SM51323	software	SequenceMatrix
